	lines	label
224	啊，可怕！啊，可怕！真可怕！	BZL
971	这是一清二楚了。	BZL
1316	好吧，明天见。你要是碰到霍瑞旭和马帅勒史，要跟我同来值岗的，叫他们赶快。	SDY
1951	无一点触犯。	SDY
121	你们说十足是全副武装吗？玛、贝十足是全副武装，殿下。	BZL
707	不能什么，殿下？	BZL
10071	啊！哈姆雷特！你把我的心劈为两半了！	ZSH
12081	再会，我的鸽子！	ZSH
21810	你要领我到什么地方去？说；我不愿再前进了。	ZSH
2157	[罗撰克兰兹上。	SDY
2308	哈姆雷特寄书来？是谁送来的？	SDY
10921	慢步前进。[福丁布拉斯及兵士等下	ZSH
11411	唉！陛下，您瞧。	ZSH
856	你说这句话是什么意思？	BZL
7601	不这样哪显得你我情浓？	ZSH
2226	您说吗？别问，请您听就是了。[唱]他已经死了啊，姑娘呵，已经死，他再也不得回；他头旁有一片青草皮，他脚后有一块白石碑。	SDY
12791	您为什么这样问我？	ZSH
326	你简直是一个喜神，总带来好消息。	BZL
153	才成了成语。	BZL
1221	我就以弟兄的情谊来陪你玩一手。——给我们拿剑来。来吧。	BZL
7171	没有什么。	ZSH
12801	我不是以为你不爱你父亲；可是我知道爱不过起于一时感情的冲动，经验告诉我，经过了相当时间，它是会逐渐冷淡下去的。爱像一盏油灯，灯芯烧枯以后，它的火焰也会由微暗而至于消灭。一切事情都不能永远保持良好，因为过度的善反会摧毁它的本身，正像一个人因充血而死去一样。我们所要做的事，应该一想到就做；因为一个人的心理是会随时变化的，稍一迟疑就会遭遇种种的迁延阻碍。可是回到我们所要谈论的中心问题上来吧。哈姆雷特回来了；你预备怎样用行动代替言语，表明你自己的确是你父亲的孝子呢？	ZSH
1390	对你父亲这么样居丧而尽孝，哈姆雷特，显示你天性可爱赞；但须知你父亲也曾丧失过父亲，那父亲又曾丧失过他的；未死者理应谨守着孝道，为哀悼而悲痛一个时期；但是去坚持而不舍，固执地伤痛得无休无止，却是种不孝的顽固行径，没男儿气概：那显示一个违背天心的意志，心胸尚未经磨砺，情志太浮躁，智虑过于简单，没经受过修养。因为我们知道那势有所必至，以及理有所固然的寻常事故，为什么我们要任性使气地对抗，牢记在心头？嘿！这触犯了上天，触犯了死者，触犯了造化的法则，对理性极荒谬，揆情度理父亲死乃是寻常事，它从这世上第一回人亡故直到今朝有人死总在叫，“这定得如此”。我们切望你抛弃这种无益的悲伤，将我当作是你的父亲；因为，让举世都知悉，你是我们王位最直接的继承人；最热情的父亲爱他儿子有多么宏隆，我对你的宝爱比起他来绝不会有分毫逊色。至于你要想负笈回到威登堡去继续求学，那对我们的愿望可完全相反；极愿你，改变了心意，在这里留下，在我们和煦的目光眷顾下，温慰中，当我们的重臣，侄儿，当今的世子。	SDY
1320	祝晚安。	SDY
2081	跟杀位君王？	SDY
3371	欢迎，亲爱的罗森格兰兹和吉尔登斯吞！这次匆匆召请你们两位前来，一方面是因为我非常思念你们，一方面也是因为我有需要你们帮忙的地方。你们大概已经听到哈姆雷特的变化；我把它称为变化，因为无论在外表上或是精神上，他已经和从前大不相同。除了他父亲的死以外，究竟还有些什么原因，把他激成了这种疯疯癫癫的样子，我实在无从猜测。你们从小便跟他在一起长大，素来知道他的脾气，所以我特地请你们到我们宫廷里来盘桓几天，陪伴陪伴他，替他解解愁闷，同时乘机窥探他究竟有些什么秘密的心事，为我们所不知道的，也许一旦公开之后，我们就可以替他对症下药。	ZSH
1118	好殿下，不要动气。	BZL
1504	莫去，殿下。	SDY
1554	啊，好奇怪！	SDY
2378	习惯已使他漫无感觉。	SDY
6891	霍拉旭，你是我所交往的人中最正直的一个。	ZSH
14	好象是他们的声音了。站住！谁？霍拉旭与玛塞勒斯上。	BZL
10501	他的身体和国王同在，可是那国王并不和他的身体同在。国王是一件东西——	ZSH
283	不妨说，“也有点认识他，可不太熟悉。要真是我说的那一位，他可胡闹呀，嗜好什么什么”；随便给他捏造些坏话；当然别说得太糟了、以至损害了他的名誉——要注意；可是不妨说一些司空见惯的，一般纨挎子弟向所难免的放浪行为。	BZL
1394	哎也，这是个亲和、美好的回答：在丹麦跟我们一个样。来吧，贤妻；哈姆雷特这一下允诺，和蔼而语出衷肠，对着我的心在微笑；为表示祝贺，今天丹麦王每一觞欢饮都要有大炮向云天报响，天上将遍传地上君王的畅饮，一声声应和着地上的宏雷。去来。	SDY
186	轻轻的招呼你跟它上僻远的地点。可是不要跟它去！	BZL
1084	先要看他死以前有没有先烂。现在有许多害杨梅疮害死的尸首不等到埋好就已经先烂完了。要不是这样呢，他可以给你拖上个八九年光景，一个硝皮匠会给你拖上个九年。	BZL
917	〔内喧呼声大作。	BZL
8621	也许他们可以让您领半额包银。	ZSH
2002	给你个合理的回答；我的心神有毛病：可是，使君，我所能给的回答，你可以叫我给你；或者，正如你所说，我母亲可以叫我给她：所以，不必多说了，请直截了当：我母亲，你说——	SDY
2099	唉呀，你自己怎么样，这样把眼睛直望半空中呆瞪，跟没有形体的空间连连相对答？你神魂向你瞳仁外惶恐地窥视；而你那平躺的头发像活了起来，好比睡梦中听到了警号的兵丁，忽然都一齐倒竖起。啊，好儿子，在你这烈烈熊熊的心神纷乱上，洒些镇静的凉露吧。你在望什么？	SDY
1681	请走开，两位陛下，且请都走开：我马上来和他打话。请准我打问：亲爱的哈姆雷特殿下可好吗？	SDY
72	敢求陛下鸿恩，准回法国；这次回丹麦参加陛下的加冕礼克尽为臣的责任，不胜荣幸：目下，为臣的敢说，任务已了，心思和意愿重新又折向法国，仅此伏求陛下开恩俯允。	BZL
6521	嗯，真的；因为美丽可以使贞洁变成淫荡，贞洁却未必能使美丽受它自己的感化；这句话从前像是怪诞之谈，可是现在时间已经把它证实了。我的确曾经爱过你。	ZSH
1734	我是个穷花子，穷得连谢谢都拿不出来；可是我谢谢你们了：而当然，朋友们，我的这声谢谢还不值半个便士。你们不是被召请来的吗？是出于你们的本意吗？是自动来的吗？来，老实对待我：来，来；别那么，说呀。	SDY
1283	把杯子给我，放手，非给我不可！〔夺杯掷地，重又倒下。	BZL
937	好莱阿替斯，	BZL
2619	他不会，即令此刻还活着不能谢你们：他从未下过敕旨把他们处决。但既然你们正在这血溅明堂时，从波兰出师归来，从英伦来报命，都到了这里，请下令把这些尸体全都放上个高台向公众陈展出；容我向迄今还不知真相的世人具道事情的颠末：你们能听到奸淫、残杀、悖人情逆天性的行径，不期的天网恢恢，偶然的诛戮，死亡由于卑鄙的阴谋和暴厉，结果原来的毒计出了岔，意会错，害人反害了自己：这一切我都能翔实地敷陈。	SDY
2148	我很高兴；一句缺德话儿在呆子耳朵里睡觉。	SDY
15001	他会使些什么武器？	ZSH
2207	上帝保佑您，公子。	SDY
1775	凭我的荣誉——	SDY
7810	好好利用你的时间，雷欧提斯，尽情发挥你的才能吧！可是，来，我的侄儿哈姆雷特，我的孩子——	ZSH
2116	[各自下，哈姆雷特手拽朴罗纽司之尸。	SDY
11031	啊，那么波兰人一定不会防卫它的了。	ZSH
933	让他问一个痛快。	BZL
9201	你看见那片像骆驼一样的云吗？	ZSH
3461	启禀陛下，我们派往挪威去的两位钦使已经喜气洋洋地回来了。	ZSH
1227	拿剑给他们，奥思立克。哈姆雷特贤侄，你知道我们是怎样赌的吗？	BZL
1851	殿下，美丽能有比贞洁更好的对手相与交往吗？	SDY
3931	您认识我吗，殿下？	ZSH
10901	队长，你去替我问候丹麦国王，告诉他说福丁布拉斯因为得到他的允许，已经按照约定，率领一支军队通过他的国境。你知道我们在什么地方集合。要是丹麦王有什么话要跟我当面说，我也可以入朝晋谒；你就这样对他说吧。	ZSH
1786	哎也，“命中注定的，天知道，”然后是，你知道，“事情发生了，多半是这样，”——这首圣歌的第一节能给你多知道一些；可是，你看，打断我话头的主儿们来了。	SDY
19010	这是向来的风俗吗？	ZSH
7241	高音笛奏乐。哑剧登场。	ZSH
11621	一味无赖纠缠。	ZSH
1699	走进我坟茔里去？	SDY
9751	我也不知道；那不是国王吗？	ZSH
15831	，王后倒地]	ZSH
169	对呀，冠冕堂皇！得了，得了！	BZL
2383	他会，殿下。	SDY
2596	怎么样，赉候底施？	SDY
7610	你父亲已经答应你了吗？波洛尼厄斯怎么说？	ZSH
1563	这是些神思紊乱的躁切话，殿下。	SDY
1760	[为伶人之来，内号角齐鸣。]	SDY
1925	想来这表演就显示正戏的情节。	SDY
1513	我的命运在叫唤，它使我身上每一根细小的血管都跟尼弥亚狮子的筋腱一般坚。它还在叫我。你们放开手，士子们，天在上，谁要拦阻我，我叫他变鬼；我说，走开！——走吧；我就跟你去。	SDY
1816	[国王，王后，朴罗纽司，莪斐丽亚，罗撰克兰兹，吉尔腾司登，与众贵人上。	SDY
11131	她一定要见您，她的神气疯疯癫癫，瞧着怪可怜的。	ZSH
20110	殿下，要是它把您诱到潮水里去，或者把您领到下临大海的峻峭的悬崖之巅，在那边它现出了狰狞的面貌，吓得您丧失理智，变成疯狂，那可怎么好呢？您想，无论什么人一到了那样的地方，望着下面千仞的峭壁，听见海水奔腾的怒吼，即使没有别的原因，也会吓得怪念迭起。	ZSH
10101	我应当怎么做？	ZSH
14181	把她放下泥土里去；愿她的娇美无瑕的肉体上，生出芬芳馥郁的紫罗兰来！我告诉你，你这下贱的教士，我的妹妹将要做一个天使，你死了却要在地狱里呼号。	ZSH
3651	好娘娘，等一等，听我念下去：	ZSH
2498	多谢殿下，天气很热。	SDY
686	我要全份！要知道本来啊简直是天神统治的这一片江山，如今啊王位上坐的是什么人？一个大大的——孔雀。	BZL
1157	（旁白，对霍拉旭）也算你运气好：认识他真是作孽。他有许多田地，都十分	BZL
1520	第五景	SDY
2300	[读书]“霍瑞旭，你阅过此书之后，请给来人以机会去见君王；他们有书柬给他。我们出了海还不到两天，有武装犀利的海盗来追赶。我们的船行得太慢，我们只得被迫迎战，在扭扼之中我跳上了他们的船：顷刻间他们离开了我们的船；于是光是我成了他们的俘虏。他们对待我像一伙仁善的好汉；但他们知道他们做的是什么事；我要做件事报谢他们。让君王收下我给他的书柬；然后你要逃命似的火速来看我。我有话亲自对你说，那会把你吓呆；可是言语总会太轻远了去，而事情却要沉重得多。这几个伙计会引你来到我所在之处。罗撰克兰兹和吉尔腾司登还在驶往英格兰的途中：关于他们，我有许多话要告诉你。祝安好。你知道他是你的知心，哈姆雷特。”来吧，我要引你们把书柬去送掉；而且要快些去，以便你们带领我去见那位要你们送书柬的贵人。	SDY
10171	第一场　城堡中的一室	ZSH
3911	啊，恕我冒昧，您好，哈姆雷特殿下？	ZSH
1011	葛忒露德，我们跟上去：好容易我平了他的气！现在我生怕这样又把他激动了；我们就跟上去。[同下。第五幕第一场墓园。甲乙掘墓人携锹锄上。	BZL
2284	就这么办吧；他这样的死法，丧葬如此简陋，墓上不立纪念碑，不挂剑，没纹牌，不举行庄严的殡礼，照例的排场，仿佛从天上到地下都在鸣不平，所以我不能不追问。	SDY
400	真的，我们是她亲信的私底下人。	BZL
256	不算，要发誓。	BZL
2302	好像是这个情形：可是请告诉我为什么您不去对付这些个罪大恶极、该杀的顽凶事，为您的安全，论明辨，考虑到一切，您被迫该行动。	SDY
672	更妙了，更糟了。	BZL
1584	所以就把它当生客来对待，莫怪。须知天地间有些事情，霍瑞旭，你们那哲学做梦也没有梦到。可是，来吧；天保佑你们，这里，刚才那样发个誓，不管我举动怎样离奇，因为我从今往后也许会觉得该装出一副古怪的言谈行止，你们那时节看到我这样，决不要把臂肘这般交叉起，或这般摇头，或者说些引人起疑心的语句如“很好，我们知道”，或“要说可以说”，或“要是我们高兴说”，或“能说自有人”，或这类模糊影响的话语，表示你们知道我有什么隐衷：这种种都决不能做，愿你们获天赐慈恩，就发誓。	SDY
2525	挂绦，回殿下，就是吊带。	SDY
713	殿下，我还记得曾蒙殿下见爱呢。	BZL
10641	啊，哈姆雷特，波洛尼厄斯呢？	ZSH
1024	他是开天辟地第一个装起门页、挂起“家微”来的。	BZL
1855	那我就更加意会错了。	SDY
4061	有些什么内容，殿下？	ZSH
777	闹得这么凶，一开场就尽打锣鼓啊？	BZL
1759	也给赢了去。	SDY
11441	伴郎坟墓去。	ZSH
1565	没得罪，殿下。	SDY
1171	舌的本领。据说“红爪鸟”养驯了爱偷钱，玩火。这一段第一层意义显然是骂新兴地主阶级爬上朝廷，但意义还可以推广出去，骂到一切巧取豪夺、由窃据土地至窃占国家的统治阶级小人到野心家（包括克罗迪斯）。这样看，“拥有大量的臭粪”一句双关骂语，也就易解了。	BZL
334	这样就好，	BZL
3571	他叫我们向陛下转达他的友好的问候。他听到了我们的要求，就立刻传谕他的侄儿停止征兵；本来他以为这种举动是准备对付波兰人的，可是一经调查，才知道它的对象原来是陛下；他知道此事以后，痛心自己因为年老多病，受人欺罔，震怒之下，传令把福丁布拉斯逮捕；福丁布拉斯并未反抗，受到了挪威王一番申斥，最后就在他的叔父面前立誓决不兴兵侵犯陛下。老王看见他诚心悔过，非常欢喜，当下就给他三千克朗的年俸，并且委任他统率他所征募的那些兵士，去向波兰人征伐；同时他叫我把这封信呈上陛下，[以书信呈上]	ZSH
2581	葛忒露，你莫喝，莫喝！	SDY
14381	啊！他是个疯人，雷欧提斯。	ZSH
575	的爱也不是真爱。而波乐纽斯也说过他的爱不是真爱。	BZL
3261	凭着上帝的名义，怕什么？	ZSH
1335	就在昨天夜里，那时节北极星西首的那颗星儿正好行过去照耀西天的那一方，它如今正在那边亮，马帅勒史和我，刚正敲一点钟——	SDY
3901	哈姆雷特读书上。	ZSH
1802	殿下，我准会按他们应得的待遇接待他们。	SDY
7771	可是我们往往自食前言。	ZSH
1446	正如我见到他生前那样，玄色里夹些银丝。	SDY
2189	[福丁勃拉思，一队长率军兵列队行进，上。	SDY
13841	因为，先生，他的皮硝得比人家的硬，可以长久不透水；尸体一碰到水，是最会腐烂的。这儿又是一个骷髅；这骷髅已经埋在地下二十三年了。	ZSH
5211	黝黑的手臂和他的决心一样，	ZSH
1572	按在我剑上。	SDY
15551	中了，很明显的一剑。	ZSH
963	什么人要见我说话？	BZL
14710	要是它借着我的父王的形貌出现，即使地狱张开嘴来，叫我不要作声，我也一定要对它说话。要是你们到现在还没有把你们所看见的告诉别人，那么我就要请求你们大家继续保持沉默；无论今夜发生什么事情，都请放在心里，不要在口舌之间泄露出去。我一定会报答你们的忠诚。好，再会；今晚十一点钟到十二点钟之间，我要到露台上来看你们。	ZSH
1022	啊，你这才说对了！真是可气，大户人家的阔气人偏比别的基督徒小弟兄更有权利投河上吊。来，我的锄头。要数家世，也再没有比种园子的，挖沟的，掘坟的这三家更古了。他们都是继承的亚当老祖的行业。	BZL
13481	[掷起另一骷髅]	ZSH
2332	赉候底施，你当真爱你的父亲吗？还是你只像那张悲哀的画像，有脸无心？	SDY
1040	家伙一点也感觉不到自己在于什么事儿吗，一边掘坟一边还唱歌哪？	BZL
14910	让我们彼此保持着不渝的交情；再会！[勃那多同下]	ZSH
8691	啊，好霍拉旭！那鬼魂真的没有骗我。你看见吗？	ZSH
3	谁？	BZL
1605	为什么你要这样呢？	SDY
1872	这样办就是：位重者发了疯不能不严加监视。	SDY
6631	啊，一颗多么高贵的心是这样陨落了！朝臣的眼睛，学者的辩舌，军人的利剑，国家所瞩望的一朵娇花；时流的明镜，人伦的雅范，举世瞩目的中心，这样无可挽回地陨落了！我是一切妇女中间最伤心而不幸的，我曾经从他音乐一般的盟誓中吮吸芬芳的甘蜜，现在却眼看着他的高贵无上的理智，像一串美妙的银铃失去了谐和的音调，无比的青春美貌，在疯狂中凋谢！啊！我好苦，谁料过去的繁华，变作今朝的泥土！	ZSH
6671	奥菲利娅！你不用告诉我们哈姆雷特殿下说些什么话；我们全都听见了。陛下，照您的意思办吧；可是您要是认为可以的话，不妨在戏剧终场以后，让他的母后独自一人跟他在一起，恳求他向她吐露他的心事，她必须很坦白地跟他谈谈，我就找一个所在听他们说些什么。要是她也探听不出他的秘密来，您就叫他到英格兰去，或者凭着您的高见，把他关禁在一个适当的地方。	ZSH
12101	你该唱“铛啊铛”，你该唱“你叫他铛啊铛”啊，这纺轮转动的声音配合得多么好听！唱的是那坏良心的管家把主人的女儿拐了去了。	ZSH
731	殿下，娘娘要同殿下说话，请立刻就去。	BZL
2496	亲爱的亲王，假使您殿下有空的话，小臣打从他陛下那里有件事要来向您启禀。	SDY
7751	怎么对得起地下的先灵！	ZSH
1973	拿火把来：走！	SDY
2204	哎也，那么，波兰人决不会防守它。	SDY
1625	爸爸，我可不知道；但当真我是怕呀。	SDY
805	我神经错乱？我的脉搏跟你的同样平和，同样是节奏正常。我刚才说的决不是疯话。你要是考我一下，我可以一字不漏的背出来；是疯子、就愈说愈乱了。母亲，看上帝面上，不要自己骗自己，涂一层药膏，只当大声疾呼的是我的疯病，不是你自己的毛病；这只能使脓疮结上些浮皮，让它在里面溃烂，暗地里毒害了全身。对上帝坦白吧；好好的忏悔过去，警戒未来。不要给满园子莠草再施上肥料使它们更蔓延了。原谅我这点德行；在这个穷奢极欲的万恶的时世，功德反而必须向罪恶请罪——替它做好事，反而要磕头求拜。	BZL
14251	哈姆雷特　	ZSH
2105	只除我们俩，没旁人。	SDY
439	怎么会这样的？他们荒疏了吗？	BZL
614	不，殿下。	BZL
11531	他下了床披了衣裳，	ZSH
836	我不懂殿下的意思。	BZL
2426	这疯无赖该他遭瘟！有一回他把一大瓶莱茵酒倒在我头上。这髑髅，少君，是先王的丑角约立克的髑髅。	SDY
13110	怎么，它瞧上去像在发怒吗？	ZSH
1429	姆	SDY
684	嗨，中箭的梅花鹿，让它去掉泪，没有受伤的来欢跳；有些人要失眠，有些人就酣睡：这就是人情和世道。怎么样，老兄，凭我这点本领，头上再插他一大簇羽毛，开缝的靴子上再缀他两大朵绢花，要是我日后的运道再跟我翻脸作对呢，我不可以在一帮戏千里头混一口饭吃吗，老兄？	BZL
1497	看啊，殿下，它来了！	SDY
595	霍拉旭，我有生以来交结过不少人，就数你是一个最方正不移的朋友。	BZL
1676	在这样的时节，我把女儿放出来：陛下和小臣就藏在毡幔后边；请注意他们的相会：他若不爱她，不为了爱她而见得疯癫乱说话，那就叫我再不要来襄赞国政，只顾去种田赶车去。	SDY
3891	、王后及侍从等下]	ZSH
750	[起立〕我的话飞上去，我的心还留在地面。无心的空话永远也飞不上天。[下。第四场王后寝宫。王后与波乐纽斯上。	BZL
2210	[下。	SDY
10221	请你们暂时退开。[吉尔登斯吞下]	ZSH
9001	好殿下，您心里这样不痛快，究竟为了什么原因？要是您不肯把您的心事告诉您的朋友，那恐怕会害您自己失去了自由。	ZSH
693	好，尽管讲整整一大部历史吧。	BZL
2094	一个穿破烂百衲衣的叫名君主——上天的卫护神使们，回护我，展着翅膀覆蔽我！您神灵有何事临幸？	SDY
1018	你听我说。这儿是水；好。这儿是人；好。要是这个人到这片水里去，把自己淹死，不管他有意无意，总是他自己去的——你注意这一点，可是倘若是水跑过来把他淹死，那就不是他自己把自己淹死。所以，不找自己的死，就不是缩短自己的命。	BZL
1577	您说怎样发，殿下。	SDY
5621	可怕的雷鸣震裂了天空。	ZSH
916	请你们紧紧的跟随她，好好的当心她。（霍拉旭及侍臣下。这是悲痛太深的流毒；来源呢就是她父亲的暴死。啊，葛忒露德，灾祸临门总不是单枪匹马，总成群结队，首先，她父亲被杀：其次，你儿子出走，正怪他自己一手造出了乱子；老百姓一团糟，到处是议论纷纷，乱猜测老好人波乐纽斯的横死，我一时胡涂，偷偷摸摸，草草率率的埋了他；可怜的我菲丽亚如今迷失了理性，一丧失理性，人就是空壳，是禽兽；最后，比所有这一切还要麻烦，她的哥哥从法国秘密的回来了，没头没脑的钻进了云里雾里，只顾自己去瞎摸，少不了饶舌鬼你一句我一句，败坏他的听闻，乱讲他父亲死得不明不白，说话无根，就难免肆无忌惮。归咎到我身上。啊，亲爱的葛忒露德，这就象蚕弹炮，要四面八方、打得我死上加死哩。	BZL
2341	淹死了！呵，在哪里？	SDY
237	怎么一回事，殿下？	BZL
2553	我在感情上满意了，虽然我原来的动机把我激发得非报仇不可：可是，论起荣誉来，我站在一旁，还不能接受和解，要等到年高望重之辈对我说，我尽可重修旧好，有先例可援，我名誉不受损害。但未到那时前，我且把你这友爱当友爱来接受，决不辜负它。	SDY
1846	哈，哈！你贞洁吗？	SDY
9081	我不大懂得你的话。你愿意吹吹这笛子吗？	ZSH
721	我不大懂你的意思。你愿意吹吹这笛子吗？	BZL
2514	我知道您不是不明亮——	SDY
2238	她这样子有多久了？	SDY
1454	[赉候底施与莪斐丽亚上。	SDY
1140	就这样在重重诡计的罗网当中，我的脑筋也不等布置好开场，就开始大显身手了。我马上坐下来；另外写一道训今；写得很端整。我过去也跟我们的政治家一样，认为字写得规矩是表示俗气，	BZL
2037	[宫堡内一斋堂]	SDY
1883	[霍瑞旭上。	SDY
1654	上禀他覆致最优礼的问候和愿望。我们一晋见，他立即派人去制止他侄儿招兵，那原先对于他像是想要对付波兰人的一些准备；但经过仔细端详，他见到那确乎是针对吾主御座的：对此他伤怀，只因他年老力衰和疾病缠身而被他侄儿所欺罔，便下了敕令给福丁勃拉思；他当即顺从听命；接受了挪威王一番斥责，最后在他的叔父面前立下了誓言，永不再对您陛下陈兵启衅戎。对此，老挪威王表示极度欢忭，颁赐他三千克朗的岁入年金，以及委任他使用这些早先已招募停当的军兵来对付波兰人：有一个请求，另外在此有陈说，[呈上文书。]希望陛下许他们平安假道，通过您邦疆的领土做这番征伐，路过时的安全通行和行军路线则在文书里有开列。	SDY
13931	什么事情，殿下？	ZSH
1013	我告诉你要用的；所以你赶“紧”点儿掘她的坟。验尸人已经验过她，检定了没有错，可以照基督教仪式来埋她。	BZL
1585	[自下。]发誓。	SDY
14810	我们愿意为殿下尽忠。	ZSH
12100	你守在这儿，一切都很安静吗？	ZSH
2340	灾祸一桩桩跟着来，真后先接踵而至。你妹妹淹死了，赉候底施。	SDY
190	为什么，有什么可怕？我把生命看得不值一枚针；至于我的灵魂，既同它自己一样是不朽的，它又能伤它什么？它又招我前去了。我就跟它去。	BZL
2465	听我说，足下；为什么缘故你要这样对待我？我一向很爱你：可是这不关重要；不管赫勾理斯自己要去怎样做，猫总得要叫，狗总得把它的日子过。	SDY
850	喂，哈姆雷特，波乐纽斯呢？	BZL
14361	啊，我的孩子！什么题目？	ZSH
826	又是什么声音啊？谁在喊哈姆雷特？噢，他们来了。罗森克兰兹与纪尔顿斯丹上。	BZL
333	他非常恳切，托我们答候陛下。我们一提出，他立即传谕侄儿停止招兵；他原先不明白，还以为这种举动是准备对付波兰人，可是一调查清楚，他就知道确乎是对付陛下的；他大为痛心，怪自己老病无能，竟受人摆布，震怒之下，就发出一道文书把福丁布拉斯召回；年轻人倒服贴，受了挪威王一番申斥，最后在他的叔父面前立下誓言，决不再试图兴兵渎犯陛下。挪威老王因此非常欢喜，赏赐他三千克郎的岁收年金，并且准许他把他已经招募的那些兵士用来对付波兰人；只是有一个请求，写明在这里，（取出文书。希望陛下许他们平安借道，通过陛下的领土出去远征，保证地方秩序，确定路线，都遵照书面的说明。（呈上文书。	BZL
453	造成了低级趣味的时尚——这是社会的原因；一说指城市当局（主要因戏文中讽刺时人时事）禁止演戏（但不禁童伶）——这是政治的原因。	BZL
10441	不要相信我会放弃我自己的意见来听你的话。而且，一块海绵也敢问起我来！一个堂堂王子应该用什么话去回答它呢？	ZSH
1043	[唱]想不到老年啊一转眼就来到，早把我抓住了不放；坐不了几天船，就把我拖上岸，我只算白活了一场，[掷起一骷髅。	BZL
3521	我的亲爱的王后，他对我说他已经发现了你的儿子心神不定的原因。	ZSH
833	殿下把我当海绵吗？	BZL
292	其中自有妙处，我相信这是个管保成功的策略：你就当捏东西难免留下的手指印，给我的儿子加上这些小污点，听好，跟你谈话的、你要试探的对方，如果见过你所说的这位年轻人真犯了上面所说的那些过失，靠得住就会同意你，会如此这般说：“好先生”，或者说“朋友”，或者说“仁兄”，全看人不同，地不同，风习不同，称呼也就不一样。	BZL
14271	哪一个人的心里装载得下这样沉重的悲伤？哪一个人的哀恸的词句，可以使天上的流星惊疑止步？那是我，丹麦王子哈姆雷特！[跳下墓中]	ZSH
10151	公文已经封好了，打算交给我那两个同学带去，这两个家伙我要像对待两条咬人的毒蛇一样随时提防；他们将要做我的先驱，引导我钻进什么圈套里去。我倒要瞧瞧他们的能耐。开炮的要是给炮轰了，也是一件好玩的事；他们会埋地雷，我要比他们埋得更深，把他们轰到月亮里去。啊！用诡计对付诡计，不是顶有趣的吗？这家伙一死，多半会提早了我的行期；让我把这尸体拖到隔壁去。母亲，晚安！这一位大臣生前是个愚蠢饶舌的家伙，现在却变成非常谨严庄重的人了。来，老先生，让我把您拖下您的坟墓里去。晚安，母亲！[各下。哈姆雷特曳波洛尼厄斯尸入内]	ZSH
8481	[以毒药注入睡者耳中]	ZSH
858	虫”）地方召开的帝国会议（谐英文“会餐”）。但从上下文全面看，哈姆雷特显然主要是骂政客以至皇帝象蛆虫一样的贪婪。	BZL
4411	不错，因为野心是那么空虚轻浮的东西，所以我认为它不过是影子的影子。	ZSH
5681	那巨力的锤击，还不及皮洛斯的	ZSH
15321	不，我们不要害怕什么预兆；一只雀子的死生，都是命运预先注定的。注定在今天，就不会是明天；不是明天，就是今天；逃过了今天，明天还是逃不了，随时准备着就是了。一个人既然在离开世界的时候，只能一无所有，那么早早脱身而去，不是更好吗？随它去。	ZSH
16081	你们要看些什么？要是你们想知道一些惊人的惨事，那么不用再到别处去找了。	ZSH
5491	冒着火焰的屋顶霎时坍下，	ZSH
2559	把钝剑递给他们，小奥始立克。你可知道彩头吗，哈姆雷特贤侄？	SDY
5501	那轰然的巨响像一个霹雳，	ZSH
11851	雷欧提斯，你这样大张声势，兴兵犯上，究竟为了什么原因？——放了他，格特鲁德；不要担心他会伤害我的身体，一个君王是有神灵呵护的，他的威焰可以吓退叛徒。——告诉我，雷欧提斯，你有什么气恼不平的事？——放了他，格特鲁德。——你说吧。	ZSH
1556	不行；你们会说出去。	SDY
23710	好，叔父，我把你写下来了。现在我要记下我的话，那是：“再会，再会！记着我。”我已经发过誓了。	ZSH
6910	第二场　城堡中的大厅	ZSH
1979	得算一整股，我。因为啊，你晓得，亲爱的台门，这被劫的江山原来是乔昈的天下；但如今什么人在坐朝？乃是只——孔雀。	SDY
1551	喂，呵呵，小把戏！来吧，小鸟儿。	SDY
7191	谁，我吗？	ZSH
955	给王后，也如获菲丽亚明说的，给她自己，商人同苦而各有“不同”。雏菊代表欺骗，威尔孙解释是给她自己的（与三色堇一起），以志警惕。紫罗兰代表坚贞，威尔孙解释她觉得部完了，没有人可给了。为了一读（一听）就有一点印象，译者在花名上都加了形容词。	BZL
798	你没有看见谁在那边？	BZL
1723	是座浪荡的牢狱；它里边有好多间监房，狱室，暗牢，而丹麦是其中最坏的一间。	SDY
2178	英格兰？	SDY
9071	啊！殿下，要是我有太冒昧放肆的地方，那都是因为我对于您的敬爱太深了。	ZSH
505	如果天上的众神当时也在旁亲见她一看披勒斯残酷的闹着玩，横一刀竖一刀割裂她丈夫的肢体，立刻发出了一声惨极的哀号，（除非是人情一点也动不了天心）	BZL
14401	哼，让我瞧瞧你会干些什么事。你会哭吗？你会打架吗？你会绝食吗？你会撕破你自己的身体吗？你会喝一大缸醋吗？你会吃一条鳄鱼吗？我都做得到。你是到这儿来哭泣的吗？你跳下她的坟墓里，是要当面羞辱我吗？你跟她活埋在一起，我也会跟她活埋在一起；要是你还要夸说什么高山大岭，那么让他们把几百万亩的泥土堆在我们身上，直到我们的地面深陷到赤热的地心，直到把我们的地面堆得高到可以被“烈火天”烧焦，让巍峨的奥萨	ZSH
